"Nome","Denominação","Pastor","Endereço","Bairro","Cidade","Estado","Telefone","Email","Latitude","Longitude","Observações","Cadastrado em","Cadastrado por"
"SOU Igreja Batista","Igreja Batista","","R. Jacob, 144","Jardim Tranquilidade","Guarulhos","SP","(11) 99295-0177","","-23.4672368","-46.5536488","Igreja top, líderes tops, comunhão top…","27/02/2026","Importação PDF"
"Igreja Evangélica Batista Ethnos","Organização religiosa","","R. Mandaguari, 97","Jardim Santa Mena","Guarulhos","SP","(11) 99305-9635","","-23.4479061","-46.5202439","Lugar de verdadeiros adoradores que pregam a palavra verdadeira.","27/02/2026","Importação PDF"
"Igreja Batista Bíblica de Guarulhos","Igreja Batista","","R. Silvio Maia, 153","Vila Maria Augusta","Guarulhos","SP","(11) 2408-9636","","-23.4562763","-46.5394473","Excelente local,irmãos amorosos.","27/02/2026","Importação PDF"
"Associação das Igrejas Batistas de Guarulhos Adjacências","Associação / organização","","Av. Esperança, 519","Centro","Guarulhos","SP","(11) 2443-5511","","-23.4638374","-46.531883","","27/02/2026","Importação PDF"
"Igreja Batista em Jardim Paulista","Igreja Batista","","R. Visc. de Cairú, 309","Jardim Paulista","Guarulhos","SP","(11) 2451-1806","","-23.4350069","-46.5506603","Excelente local, boa localização, infraestrutura, recepção das pessoas.","27/02/2026","Importação PDF"
"Igreja Verbo Vivo núcleo Bom Clima","Igreja evangélica","","Av. Gilberto Dini, 424","Bom Clima","Guarulhos","SP","","","-23.4505163","-46.5164821","Um culto abençoado, lembrando as promessas de Deus...","27/02/2026","Importação PDF"
"Ministério Verbo Vivo","Igreja evangélica","","R. Samuel Libório de Ávila, 52","Jardim Pinhal","Guarulhos","SP","(11) 2441-0004","","-23.4237458","-46.5257948","Local onde fui impactado pela presença de Deus.","27/02/2026","Importação PDF"
"Ministério Verbo Vivo","Igreja gospel","","R. Dona Antônia, 593","Vila Alzira","Guarulhos","SP","(11) 2441-0004","","-23.4694811","-46.5434411","Igreja ampla, bem ventilada, possui estacionamento e um café.","27/02/2026","Importação PDF"
"Igreja Verbo da Vida","Verbo da Vida","","Av. Santana, 582","Jardim Munhoz","Guarulhos","SP","(11) 2421-4955","","-23.447493","-46.540449","CEP: 07033-010","27/02/2026","Importação PDF"
"Igreja Presbiteriana no Bairro dos Pimentas","Presbiteriana","","Rua Igarapé Grande, 234","Jardim Carvalho","Guarulhos","SP","","","-23.4464345","-46.4096366","","27/02/2026","Importação PDF"
"Terceira Igreja Presbiteriana Independente de Guarulhos","Presbiteriana Independente","","Rua Presbítero Dionísio Fernandes de Almeida, 18","","Guarulhos","SP","","","-23.4417926","-46.547316","","27/02/2026","Importação PDF"
"Igreja Presbiteriana Betel de Guarulhos","Presbiteriana Betel","","Rua José Volpi, 151","Jardim Santa Edwirges","Guarulhos","SP","","","-23.4538877","-46.5095698","","27/02/2026","Importação PDF"
"igreja Nasci pra Deus","","Ney Messias","Av. Monteiro Lobato, 1522","macedo","Guarulhos","SP","940215553","","-23.4670169","-46.5149134","","27/02/2026","Importação PDF"
"Igreja Assembleia de Deus Ministério Belém ","AD BELÉM ","Pastor Paulo","Av. luiz Gonzaga do Nascimento, 874","Jardim Ponte Alta I","Guarulhos","SP","11-930171995","","-23.382","-46.425","","26/02/2026","Equipe"
"Igreja Batista em Vila Carmela","Batista","Pr. Edimar das Neves","Rua das Flores, 15","Vila Carmela","Guarulhos","SP","(11) 94481-1871","","-23.4013596","-46.3925944","","26/02/2026","Importação PDF"
"Primeira IB do Lavras","Batista","Pr. Valdizar Mendes de Carvalho","R. Uibaí, 182","Lavras","Guarulhos","SP","(11) 2403-5652","","-23.3998827","-46.4333639","","26/02/2026","Importação PDF"
"Igreja Batista Taboão Guarulhos","Batista","N/I","R. Palestra, 46","Taboão","Guarulhos","SP","(87) 3862-2385","","-23.4285627","-46.5038088","ID 9156, Próxima à região industrial","26/02/2026","Importação PDF"
"Igreja Batista Luz - Guarulhos","Batista","N/I","Av. São Paulo, 03-A","Jardim Tranquilidade","Guarulhos","SP","N/I","","-23.4753703","-46.5540035","ID 8962, Região da Vila Augusta","26/02/2026","Importação PDF"
"Igreja Batista Peniel - Guarulhos","Batista","Pr. Antônio Henrique de Souza Lima","Rua Mutuípe, 387","Jardim Pres. Dutra","Guarulhos","SP","(11) 2431-3506","","-23.4207316","-46.4305536","ID 2413","26/02/2026","Importação PDF"
"IB Betel em Cid. Jd. Cumbica","Batista","Pr. Nunes Pataqui","Rua Birigui, 1139","Cidade Jd. Cumbica","Guarulhos","SP","(11) 2482-3388","","-23.4509356","-46.4659399","","26/02/2026","Importação PDF"
"Igreja Batista Cidade Brasil","Batista","N/I","R. Deniz Brian, 112","Vila São Rafael","Guarulhos","SP","(11) 601-7535","","-23.4788412","-46.556431","ID 9003, Próxima à Rod. Fernão Dias","26/02/2026","Importação PDF"
"Igreja Batista Unida em Guarulhos","Batista","Pr. N/I","Rua Constantino Burato, 527","Vila Barros","Guarulhos","SP","(11) 2303-8392","","-23.4530981","-46.5060105","ID 3568","26/02/2026","Importação PDF"
"Igreja Batista Urbana - Guarulhos","Batista","Pr. Jeferson Carlos Brito de Alcantara","Rua Dr. Ramos de Azevedo, 159","Centro","Guarulhos","SP","(11) 97864-4621","","-23.4718565","-46.5307899","ID 11426","26/02/2026","Importação PDF"
"Igreja Batista Jardim Paulista","Batista","N/I","R. Visconde de Cairu, 99","Jardim Paulista","Guarulhos","SP","(11) 6451-1806","","-23.5015473","-46.5577565","ID 2013, Região Norte de Guarulhos","26/02/2026","Importação PDF"
"Igreja Batista Ágape - Guarulhos","Batista","N/I","R. Jd. Repouso São Francisco, 07","Parque Maria Helena","Guarulhos","SP","(11) 6498-7314","","-23.43","-46.467","ID 3202, Vinculada à CBB","26/02/2026","Importação PDF"
"5ª IPI de Guarulhos","IPI","N/I","Rua Alegre, 523","N/I","Guarulhos","SP","N/I","","-23.4741763","-46.5554049","Jurisdição do Presbitério Bandeirante","26/02/2026","Importação PDF"
"1ª IPI de Guarulhos","IPI","N/I","Praça Rev. José Alexandre Fogaça, 44","Centro","Guarulhos","SP","(11) 2459-2435","primaguaru@primaguaru.com.br","-23.4685543","-46.5302985","CEP: 07011-040","26/02/2026","Importação PDF"
"4ª IPI de Guarulhos","IPI","N/I","Rua Nello Morganti, 23","Vila Galvão","Guarulhos","SP","N/I","","-23.4331634","-46.4250629","Jurisdição do Presbitério Bandeirante","26/02/2026","Importação PDF"
"3ª IPI de Guarulhos","IPI","Shirley Maria S. Proença","Rua Presb. Dionísio F. de Almeida, 18","Jardim Terezópolis","Guarulhos","SP","(11) 4970-5109","","-23.4735","-46.5273","CEP: 07082-060; CNPJ Ativo desde 1977","26/02/2026","Importação PDF"
"4ª Igreja de Guarulhos","","Presbitério de Guarulhos","Av. Delfinópolis, 409","Cidade Ceródia","Guarulhos","SP","","","-23.4155051","-46.4596496","CEP: 07151-110; Expansão para a zona norte do município","26/02/2026","Importação PDF"
"2ª Igreja de Guarulhos","","Presbitério de Guarulhos","Rua Visconde de Cairu, 17b","Jardim Paulista","Guarulhos","SP","","","-23.4350069","-46.5506603","CEP: 07083-120; Unidade federada vinculada ao concílio regional","26/02/2026","Importação PDF"
"Igreja Presbiteriana Esmirna","Presbiteriana","Rev. Ivan Almeida da Cunha","Rua Arakci Borazanian, 72","Parque Continental II","Guarulhos","SP","","","-23.4296632","-46.5479632","CEP: 07084-380; CNPJ: 10.528.534/0001-49; Chave Pix: CNPJ","26/02/2026","Importação PDF"
"3ª Igreja de Guarulhos","","Presbitério de Guarulhos","Praça dos Aviadores, 30","Cocaia","Guarulhos","SP","","","-23.4398282","-46.5215919","CEP: 07130-260; Localização estratégica próxima ao aeroporto","26/02/2026","Importação PDF"
"1ª Igreja de Guarulhos (Gopoúva)","","Presbitério de Guarulhos","Av. Torres Tibagy, 128","Gopoúva","Guarulhos","SP","","","-23.4646228","-46.5470809","CEP: 07062-000; Registro oficial no Sínodo de Guarulhos","26/02/2026","Importação PDF"
"Igreja Batista TOV","Batista","Pr. Jeferson Alcântara","Av. Dr. Timóteo Penteado, 613","Centro","Guarulhos","SP","11 96223-1739","","-23.4596532","-46.5366621","CEP: 07094-000","26/02/2026","Importação PDF"
"Igreja Makairos Church ","Igreja independente ","Pastor Oliveira","Rua Treze de Maio, 500","Vila Galvão","Guarulhos","SP","(11) 990117373","","-23.444747","-46.568478","","26/02/2026","Equipe"
"Igreja Bíblica Moria","Igreja independência ","Pastor Hélio ","Rua Teixeira de Soares, 90","Jardim das Acácias","Guarulhos","SP","(11)993327517","","-23.4934","-46.4447","Pastor muito receptivo ","26/02/2026","Equipe"
"Renascer Hall Guarulhos (Sede Regional)","Igreja Renascer em Cristo","Bispo José Marcelo e Bispa Isabel Oliveros","Av. Presidente Salgado Filho, 1412","Centro","Guarulhos","SP","","","-23.4685543","-46.5302985","Sede Regional","23/02/2026","Importação PDF"
"Igreja Pentecostal Plenitude de Deus (Ministério Jeová Jireh)","Igreja Pentecostal Plenitude de Deus (Ministério Jeová Jireh)","","Endereço não informado","Jardim Ponte Alta","Guarulhos","SP","","","-23.3982","-46.4022","Address not provided in text","23/02/2026","Importação PDF"
"Comunidade Luterana de Guarulhos (IECLB)","Comunidade Luterana de Guarulhos (IECLB)","","Rua Cidade Lion, 129","Picanço","Guarulhos","SP","","","-23.4502905","-46.5467393","IECLB","23/02/2026","Importação PDF"
"Igreja Renascer em Cristo – Pimentas","Igreja Renascer em Cristo","Pra. Fátima Renascer","Rua Javari, 92","Parque Jurema","Guarulhos","SP","","","-23.4455227","-46.4157148","Region: Pimentas","23/02/2026","Importação PDF"
"Comunidade da Graça em Guarulhos","Comunidade da Graça","Pr. Fernando Diniz","Rua Londrina, 192","Vila Endres","Guarulhos","SP","","","-23.4847352","-46.5475034","","23/02/2026","Importação PDF"
"Sara Nossa Terra – Guarulhos (Centro)","Sara Nossa Terra","","","Centro","Guarulhos","SP","","","-23.4685543","-46.5302985","Address not provided in text","23/02/2026","Importação PDF"
"Igreja Pentecostal Eu Sou a Luz do Mundo","Igreja Pentecostal Eu Sou a Luz do Mundo","Pr. Adilson Cavalcante","Endereço não informado","Cidade Soberana","Guarulhos","SP","","","-23.4007359","-46.4395103","Address not provided in text","23/02/2026","Importação PDF"
"Igreja Luterana Cordeiro de Deus (IELB) - Bonsucesso","IELB","","Av. Carmela Thomeu, 845","Bonsucesso","Guarulhos","SP","","","-23.399648","-46.3943438","IELB","23/02/2026","Importação PDF"
"Igreja Luterana Cordeiro de Deus (IELB) - Parque Mikail","IELB","","Rua Dolomita, 20","Parque Mikail","Guarulhos","SP","","","-23.4074403","-46.4986462","IELB","23/02/2026","Importação PDF"
"Bola de Neve Church Guarulhos","Bola de Neve Church","Pr. Abimael e Pra. Patricia Muraca","Rua Siqueira Campos, 110","Centro","Guarulhos","SP","","","-23.4689803","-46.5265073","","23/02/2026","Importação PDF"
"Igreja AD Bom Retiro – Congregação Guarulhos","Assembleias de Deus (Outros Ministérios)","","Rua Padre João Anchieta, 385","Centro","Guarulhos","SP","","","-23.4685543","-46.5302985","CEP não informado","23/02/2026","Importação PDF"
"Igreja AD Ministério do Belém – Congregação Jd. A. Prado","Assembleias de Deus (Outros Ministérios)","","Rua Plutão, 14","Jardim Alice Prado","Guarulhos","SP","","","-23.4365132","-46.5099017","CEP não informado","23/02/2026","Importação PDF"
"Igreja AD Cidade Satélite (Cumbica)","Assembleias de Deus (Outros Ministérios)","","","Cumbica","Guarulhos","SP","","","-23.4578227","-46.4696396","CEP não informado","23/02/2026","Importação PDF"
"Igreja AD Nova Dimensão (Vila Galvão e Macedo)","Assembleias de Deus (Outros Ministérios)","","","Vila Galvão / Macedo","Guarulhos","SP","","","-23.4675941","-46.5277704","CEP não informado","23/02/2026","Importação PDF"
"Igreja AD Ministério do Moreira (Parque Continental II)","Assembleias de Deus (Outros Ministérios)","","","Parque Continental II","Guarulhos","SP","","","-23.429809","-46.5528131","CEP não informado","23/02/2026","Importação PDF"
"Igreja Presbiteriana Antioquia","IPI","Não informado","Endereço não informado","Jardim Paraventi","Guarulhos","SP","","","-23.4419","-46.5028","Endereço não informado no texto original","23/02/2026","Importação PDF"
"Primeira Igreja Presbiteriana de Guarulhos","IPB","Rev. Lucas Tucci","Rua Celso, 24","Vila Progresso","Guarulhos","SP","","","-23.4579629","-46.5364278","CEP: 07095-170 (Address provided mentions Vila Progresso)","23/02/2026","Importação PDF"
"Igreja Presbiteriana Metropolitana de Guarulhos","IPM","Rev. José Roberto","Rua do Saboó, 32","Jardim Barbosa","Guarulhos","SP","","","-23.4658038","-46.5226692","CEP: 07114-110 (Address provided mentions Jardim Barbosa)","23/02/2026","Importação PDF"
"Catedral/Templo Sede da Quadrangular (Cocaia)","Igreja do Evangelho Quadrangular (IEQ)","Rev. Antonio","Av. Brigadeiro Faria Lima, 2292","Jardim Cocaia","Guarulhos","SP","","","-23.4351315","-46.5220643","CEP não informado","23/02/2026","Importação PDF"
"IEQ Jardim Valéria","Igreja do Evangelho Quadrangular (IEQ)","","Av. Rouxinol, s/n","Jardim Valéria","Guarulhos","SP","","","-23.4245451","-46.5324435","CEP não informado","23/02/2026","Importação PDF"
"IEQ Jardim Palmira","Igreja do Evangelho Quadrangular (IEQ)","","Rua Glauco Antônio Galli, 394","Jardim Palmira","Guarulhos","SP","","","-23.4338218","-46.5631824","CEP não informado","23/02/2026","Importação PDF"
"IEQ Parque Continental II","Igreja do Evangelho Quadrangular (IEQ)","","Rua Cajueiro, 314","Parque Continental II","Guarulhos","SP","","","-23.4314339","-46.5508254","CEP não informado","23/02/2026","Importação PDF"
"Universal Jardim Tranquilidade","Igreja Universal do Reino de Deus (IURD)","","Av. Faria Lima, 2292 (altura)","Jardim Tranquilidade","Guarulhos","SP","","","-23.4668751","-46.5495976","CEP Email:","23/02/2026","Importação PDF"
"Catedral da Fé – Universal Guarulhos (Macedo)","Igreja Universal do Reino de Deus (IURD)","","Av. Paulo Faccini, 705","Macedo","Guarulhos","SP","Macedo","","-23.4645561","-46.5266524","CEP Email:","23/02/2026","Importação PDF"
"Universal dos Pimentas","Igreja Universal do Reino de Deus (IURD)","","Estrada Pres. Juscelino Kubitschek de Oliveira, 255 (Qd.45 L03)","Bairro dos Pimentas","Guarulhos","SP","","","-23.4636226","-46.4036265","CEP Email:","23/02/2026","Importação PDF"
"Templo Sede da Mundial","Igreja Mundial do Poder de Deus (IMPD)","Bispo João e Pastora Gilvanete","Av. Monteiro Lobato, 1283","Macedo / Centro","Guarulhos","SP","","","-23.4694298","-46.5201505","CEP Email:","23/02/2026","Importação PDF"
"Igreja Mundial Taboão / CECAP","Igreja Mundial do Poder de Deus (IMPD)","","Av. Monteiro Lobato, 1435","Taboão / CECAP","Guarulhos","SP","","","-23.4596844","-46.4967209","CEP Email:","23/02/2026","Importação PDF"
"Igreja Mundial – Parque Continental I","Igreja Mundial do Poder de Deus (IMPD)","","Rua Paulo Castaldelli, 348","Parque Continental I","Guarulhos","SP","","","-23.4353866","-46.5528044","CEP Email:","23/02/2026","Importação PDF"
"IIGD Piratininga","Igreja Internacional da Graça de Deus (IIGD)","Subcongregação de Pr. Henrique","Rua Francisco Otaviano, 275","Piratininga","Guarulhos","SP","","","-23.4392612","-46.3837935","CEP Email:","23/02/2026","Importação PDF"
"IIGD Taboão","Igreja Internacional da Graça de Deus (IIGD)","Subcongregação de Pr. Henrique","Av. Silvestre Pires de Freitas, 791","Taboão","Guarulhos","SP","","","-23.4128268","-46.5094806","CEP Email:","23/02/2026","Importação PDF"
"Templo Central da Graça","Igreja Internacional da Graça de Deus (IIGD)","","Rua Harry Simonsen, 55/57","Centro","Guarulhos","SP","","","-23.4706608","-46.524857","CEP Email:","23/02/2026","Importação PDF"
"IIGD Parque Continental II","Igreja Internacional da Graça de Deus (IIGD)","Pr. Henrique","Rua João Genuíno Sobral, 161","Parque Continental 2","Guarulhos","SP","","","-23.4274259","-46.5521591","CEP Email:","23/02/2026","Importação PDF"
"CCB Jardim São Paulo","Congregação Cristã no Brasil","","Rua Uganda, 156","Jardim São Paulo","Guarulhos","SP","","","-23.4411197","-46.5267764","CEP not provided","23/02/2026","Importação PDF"
"CCB Vila Galvão (Picanço)","Congregação Cristã no Brasil","","Av. Koki Koga, 245","Vila Galvão / Picanço","Guarulhos","SP","","","-23.4344907","-46.5546513","CEP not provided","23/02/2026","Importação PDF"
"CCB Lavras","Congregação Cristã no Brasil","","Rua Barra dos Mendes, 203","Lavras","Guarulhos","SP","","","-23.3984986","-46.43266","CEP not provided","23/02/2026","Importação PDF"
"Primeira Igreja Batista de Cumbica","Batista","Pr. Cleibe Alexandre Tiveron de Oliveira","Av. João Veloso da Silva, 546","Cidade Jardim Cumbica","Guarulhos","SP","","","-23.4523772","-46.4826942","CEP não informado","23/02/2026","Importação PDF"
"Igreja Batista Bíblica de Guarulhos (IBBG)","Batista Bíblica","Pr. Wagner Bueno","Rua Silvio Maia, 153","Vila Progresso","Guarulhos","SP","","","-23.4562763","-46.5394473","CEP não informado","23/02/2026","Importação PDF"
"Igreja Batista de Vila Augusta","Batista","","Rua Cônego Valadão, 1519","Gopoúva/Vila Augusta","Guarulhos","SP","","","-23.4770814","-46.5450852","CEP não informado","23/02/2026","Importação PDF"
"Primeira Igreja Batista em Bonsucesso","Batista","Pr. Hélio Dibiasi","Rua Orlando Ramos, 393","Jardim Triunfo","Guarulhos","SP","","","-23.4150712","-46.4043432","CEP não informado","23/02/2026","Importação PDF"
"Primeira Igreja Batista em Guarulhos (PIBG)","Batista","","Rua Ouvidor, 248","Parque Santo Antônio","Guarulhos","SP","","","-23.4579306","-46.557618","CEP não informado","23/02/2026","Importação PDF"
"AD Sub - Jardim Angélica","Assembleia de Deus - Ministério de Madureira","Pr. Jeová Agripino Santos","Endereço integrado à Gopoúva","Jardim Angélica","Guarulhos","SP","(11) 9.6752-2160","jeova1030@hotmail.com","-23.4417175","-46.429377","Congregação ligada à Gopoúva; Extraído de fonte IMW","23/02/2026","Importação PDF"
"Igreja Metodistas Wesleyanas (IMW) - Parque Mikail","Metodistas Wesleyanas","Rev. Natanael João de Oliveira","Estrada Municipal, 629","Mikail II","Guarulhos","SP","(11) 9.4463-0039","prnatanaeljo@gmail.com","-23.4112219","-46.4984544","Extraído de fonte IMW","23/02/2026","Importação PDF"
"Igreja Metodistas Wesleyanas (IMW) - Rosa de França","Metodistas Wesleyanas","Pr. Érico Randa Ibiapino Cantanhede","Rua Marcos Antônio Liota, 238","Picanço","Guarulhos","SP","(13) 9.9792-5563","ericocantanhede25@gmail.com","-23.4461775","-46.549174","Extraído de fonte IMW","23/02/2026","Importação PDF"
"Igreja Metodistas Wesleyanas (IMW) - Pimentas","Metodistas Wesleyanas","Pr. Edilson Vasconcelos Dantas","Estrada do Sacramento, 778","Jardim Tupinambás","Guarulhos","SP","(12) 9.9174-9292","pastoredilson@gmail.com","-23.4638023","-46.4019692","Extraído de fonte IMW","23/02/2026","Importação PDF"
"Igreja Metodistas Wesleyanas (IMW) - Gopoúva","Metodistas Wesleyanas","Rev. Márcio Santos","Alameda Tutóia, 446","Gopoúva","Guarulhos","SP","(11) 9.6085-9572 / (11) 9.6085-9558 / (11) 9.3907-4163","marciosantos100@hotmail.com","-23.4622605","-46.5412647","Extraído de fonte IMW; Rev. Márcio Santos, Miss. Alessandra Santos e Miss. Jusemara Vieira","23/02/2026","Importação PDF"
"Igreja Metodistas Wesleyanas (IMW) -  Recreio São Jorge","Metodistas Wesleyanas","Rev. Elvio Luiz Schneider Junior","Av. Palmira Rossi, 1303","Recreio São Jorge","Guarulhos","SP","(11) 9.6718-4039 / (11) 9.8241-0448","elvio_schneider@hotmail.com","-23.4039379","-46.5176844","Extraído de fonte IMW; Rev. Elvio Luiz Schneider Junior e Miss. Aline Goulart Schneider","23/02/2026","Importação PDF"
"Igreja Metodistas Wesleyanas (IMW) - Parque Continental II","Metodistas Wesleyanas","Pr. Alessandro da Hora","Rua João Batista Carneiro, 157","Parque Continental II","Guarulhos","SP","(11) 9.5217-8593 / (11) 9.6191-1956","dahorasandro@hotmail.com","-23.4301546","-46.5521777","Extraído de fonte IMW; Pr. Alessandro da Hora e Pr. Carlos Menande de Souza","23/02/2026","Importação PDF"
"Igreja Metodistas Wesleyanas (IMW) - Jardim Guaracy","Metodistas Wesleyanas","Rev. Palmireno Mendes","Rua dos Policiais, 159","Jardim Guaracy","Guarulhos","SP","(11) 9.5403-9911 / (11) 9.8520-8638","pr_mendes@hotmail.com","-23.4780751","-46.3921986","Extraído de fonte IMW; Rev. Palmireno Mendes e Col. Paulo Nunes","23/02/2026","Importação PDF"
"AD Sub 2 - Parque Brasília","Assembleia de Deus - Ministério de Madureira","Pb. Clemente Jose da Rocha","Rua Butumirim, 52","Parque Brasília","Guarulhos","SP","98618.8978","","-23.4886","-46.4027","","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Silvestre","Assembleia de Deus - Ministério de Madureira","Dc. Vilson Machado","Rua Doze número, 30","Jardim Silvestre","Guarulhos","SP","","","-23.4735","-46.4258","","23/02/2026","Importação PDF"
"AD Jardim Maria Dirce","Assembleia de Deus - Ministério de Madureira","Pr. Marcelo Gomes de Sousa","Rua Mascote, 122","Jardim Maria Dirce","Guarulhos","SP","2432.4790 / 94511.2193","","-23.433019","-46.4243915","CEP 07173-310","23/02/2026","Importação PDF"
"AD Sub 2 - Ponte Alta 2","Assembleia de Deus - Ministério de Madureira","Pb. Jean Paulo Souza Dias","Rua Osvaldo Aviles, 177","Ponte Alta","Guarulhos","SP","96131.4453","","-23.4046255","-46.5181324","","23/02/2026","Importação PDF"
"AD Vila Dinamarca","Assembleia de Deus - Ministério de Madureira","Pr. Benedito Fernandes da Silva","Rua Atlas, 92","Vila Dinamarca","Guarulhos","SP","98188.6146 / 2484.1212","","-23.42889","-46.401256","CEP 07251-180","23/02/2026","Importação PDF"
"AD Sub 4 - Jardim Ottawa","Assembleia de Deus - Ministério de Madureira","Pb. Carlos Santana","Rua Itapagé, 07","Jardim Ottawa","Guarulhos","SP","","","-23.4499896","-46.4491297","CEP 07230-170","23/02/2026","Importação PDF"
"AD Jardim Albertina","Assembleia de Deus - Ministério de Madureira","Pb. Sebastião Junior","Rua Manga, 685","Jardim Albertina","Guarulhos","SP","98543.2118","","-23.4354757","-46.4112502","","23/02/2026","Importação PDF"
"AD Jardim Cumbica II","Assembleia de Deus - Ministério de Madureira","Ev. Jair Rodrigues Tavares","Rua Taquaritinga do Norte, 70","Tijuco Preto","Guarulhos","SP","96273.3081","","-23.4560328","-46.4352801","CEP 07240-001","23/02/2026","Importação PDF"
"AD Sub 1 - Vl. Carmela 1","Assembleia de Deus - Ministério de Madureira","Ev. Daniel Jose","Rua Serra do Ouro, 703","Vila Carmela","Guarulhos","SP","94737.9114","","-23.4024612","-46.395457","","23/02/2026","Importação PDF"
"AD Sub 3 - Jardim Arapongas","Assembleia de Deus - Ministério de Madureira","Dc. Adriano Amaral","Rua Meca, 325","Jardim Arapongas","Guarulhos","SP","","","-23.4604898","-46.439592","","23/02/2026","Importação PDF"
"AD Bairro Ponte Alta","Assembleia de Deus - Ministério de Madureira","Pr. Francisco Rodrigues da Silva","R. Zeferino Alves de Oliveira, 1332","Ponte Alta","Guarulhos","SP","94027-9475","","-23.4041918","-46.4170458","","23/02/2026","Importação PDF"
"AD Parque Uirapuru","Assembleia de Deus - Ministério de Madureira","Pr. Hamilton Nascimento","Rua Itatira, 610","Parque Uirapuru","Guarulhos","SP","99022.1582","","-23.4553242","-46.4569663","CEP 07230-300. Contato extra: Joaquim - 96226.3352","23/02/2026","Importação PDF"
"AD Parque Alvorada","Assembleia de Deus - Ministério de Madureira","Pb. Genildo Fernandes Cabral","Rua Santana do Mundaú, 720","Parque Alvorada","Guarulhos","SP","98031.4729","","-23.4437576","-46.4230683","CEP 07242-190","23/02/2026","Importação PDF"
"AD Sub 1 - Bairro Polidura","Assembleia de Deus - Ministério de Madureira","Dc. Damião Pererira","Av. Lindomar Gomes de Oliveira, 131","Cidade Ind. Satélite","Guarulhos","SP","","","-23.4644628","-46.4649295","","23/02/2026","Importação PDF"
"AD Parque das Nações","Assembleia de Deus - Ministério de Madureira","Pr. Wiliam Alcantara","Rua São José do Paraíso, 115","Parque das Nações","Guarulhos","SP","94760.5207","","-23.4395589","-46.4099075","CEP 07243-550","23/02/2026","Importação PDF"
"AD Sub 1 - Bambi","Assembleia de Deus - Ministério de Madureira","Pb. Edmilson da Silva","Rua Dania, 81","Bambi","Guarulhos","SP","95782.2529","","-23.3851289","-46.4014646","","23/02/2026","Importação PDF"
"AD Jardim Cumbica","Assembleia de Deus - Ministério de Madureira","Pr. Lourivaldo Ribeiro","Rua Afonso Cunha, 980","Jardim Cumbica","Guarulhos","SP","91102.1907","","-23.4449297","-46.4375811","CEP 07240-370","23/02/2026","Importação PDF"
"AD Sub 2 - Jd. Cumbica","Assembleia de Deus - Ministério de Madureira","Pb. Francisco Alexandre","Rua Um, 133 - Vila Isabel","Jardim Cumbica","Guarulhos","SP","97753.0880","","-23.4795","-46.4251","Vila Isabel","23/02/2026","Importação PDF"
"AD Bairro de Bonsucesso","Assembleia de Deus - Ministério de Madureira","Pr. Wellandy de Jesus Lemos","Rua Astolfo Dutra, 70","Vila Nova Bonsucesso","Guarulhos","SP","96162.5569 / 2488.5683","welandylemos@gmail.com","-23.405142","-46.3883672","CEP 07176-360","23/02/2026","Importação PDF"
"AD Sub 2 - Cidade Satélite","Assembleia de Deus - Ministério de Madureira","Pb. Marcos Dias Duarte","Rua Munhoz, 30","Cidade Industrial Satélite","Guarulhos","SP","","","-23.4546939","-46.4660276","","23/02/2026","Importação PDF"
"AD Sub 1 - Jd. Cumbica","Assembleia de Deus - Ministério de Madureira","Pr. João Batista Sousa","Rua Ipiobuna, 65","Jardim Cumbica","Guarulhos","SP","97024.3380","","-23.4463943","-46.4401793","","23/02/2026","Importação PDF"
"AD Vila Any","Assembleia de Deus - Ministério de Madureira","Ev. Marcelo Bispo","Rua Santo Antônio do Jacinto, 150","Vila Laurita","Guarulhos","SP","99341-2361 / 98300-5426","","-23.4769539","-46.399705","CEP 07262-510","23/02/2026","Importação PDF"
"AD Vila Itaim","Assembleia de Deus - Ministério de Madureira","Pb. Joel Jose de Sousa","Rua Agostinho Alves Marinho, 246","Vila Itaim","Guarulhos","SP","98819-4067","","-23.4742704","-46.3966603","CEP 08190-440","23/02/2026","Importação PDF"
"AD Jardim Itapuã","Assembleia de Deus - Ministério de Madureira","Ev. Diogo Rodrigues","Rua Princesa Isabel, 372","Jardim Itapuã","Guarulhos","SP","99810.1821","","-23.4542","-46.4035","CEP 08579-100","23/02/2026","Importação PDF"
"AD Parque Piratininga II","Assembleia de Deus - Ministério de Madureira","Pb. Valdeci Sivirino de Oliveira Jr.","Rua Rubens Braga, 251","Itaquaquecetuba","Itaquaquecetuba","SP","95344-8670","","-23.4333894","-46.3740078","CEP 08583-690","23/02/2026","Importação PDF"
"AD Sub 2 - Pq. Sítio São Francisco","Assembleia de Deus - Ministério de Madureira","Pb. Francisco Gualberto da Silva","Rua Brasil, 11","Parque Sítio São Francisco","Guarulhos","SP","97554.9737","","-23.4580469","-46.4021191","","23/02/2026","Importação PDF"
"AD Jardim Angélica","Assembleia de Deus - Ministério de Madureira","Ev. Gilvan Aprigio Rodrigues","Rua Maria das Graças dos Anjos, 99","Jardim Angélica I","Guarulhos","SP","11-96290.0966","","-23.4522818","-46.413118","CEP 07260-310","23/02/2026","Importação PDF"
